user_id,movie_id,rating,timestamp
260,1639,2.0,1109409371
345,2944,4.0,1342826791
125,27773,4.5,1474381667
599,5254,3.5,1498501417
159,95167,3.5,1508640356
390,5296,4.0,1250275193
586,111659,3.0,1529899554
503,1221,4.0,1335219023
147,2395,2.5,1203267729
6,704,3.0,845555571
309,6947,4.0,1126452335
380,5903,5.0,1493420522
382,1198,5.0,1515160690
534,180,4.5,1459787999
65,7153,4.0,1494767041
19,445,2.0,965706907
376,48516,4.5,1364933220
432,49272,4.0,1328232735
85,1719,5.0,889467006
328,49272,4.0,1494211102
590,4321,4.0,1258415334
414,162350,2.5,1513958742
290,3444,2.0,975032027
223,5349,4.0,1226209834
580,6287,2.5,1167861826
294,762,1.0,966596804
525,74530,2.5,1476480590
418,1206,4.5,1461865827
246,52722,3.0,1354127082
182,1172,5.0,1054781862
318,98585,3.5,1417280624
186,915,4.0,1031080604
563,48,3.5,1440800284
259,4014,3.0,1146845658
50,1253,3.0,1514239041
57,2935,4.0,965795785
555,2746,3.0,978822154
573,111362,5.0,1415675786
318,71156,4.5,1278488257
339,107406,2.5,1460182550
278,2371,3.0,1193753207
411,10,3.0,835532065
18,367,2.5,1455618093
134,454,4.0,832841586
608,32029,4.0,1147527470
91,2651,1.0,1112717546
219,1291,4.5,1194681042
610,4467,4.5,1479543376
305,83134,5.0,1518811444
414,1208,5.0,961512403
599,44020,2.5,1519334055
610,4718,3.5,1493847036
425,2105,3.0,1085490951
453,520,4.0,1005967101
474,2473,3.0,1046888155
256,6874,3.5,1446580213
110,1208,4.0,1175329843
90,82,5.0,856354212
78,593,3.0,1252575111
474,1211,3.0,1060606657
122,96079,4.5,1461561540
318,7265,3.0,1507742265
223,1136,3.5,1226210067
483,4343,3.0,1215897862
84,272,5.0,857653843
438,43708,3.0,1142284190
222,527,3.0,1391346845
265,3793,5.0,965314660
448,19,2.0,1019132168
421,1193,4.0,1311494748
395,1027,3.0,841504945
474,1285,4.0,978575865
96,1617,5.0,964772972
560,27815,2.5,1469675535
367,2529,3.0,997811550
414,5146,4.0,1018291389
64,4235,5.0,1161529057
544,3,3.0,850688562
1,1793,4.0,964981404
462,58191,4.0,1265662119
523,4014,5.0,1503133625
209,51255,4.5,1524607709
464,4011,4.5,1275549509
68,53464,3.0,1261623961
367,3466,5.0,997811870
474,1913,4.0,1103119116
212,96588,3.5,1490203126
89,89898,3.5,1520409078
524,368,3.0,851608897
232,5995,4.5,1234812237
294,1615,2.0,966634003
564,1968,4.0,1478453742
561,5,3.0,1491094488
372,1474,2.0,874414588
114,8368,4.0,1485387906
438,1047,3.0,1105670404
52,55765,4.0,1468051937
351,778,4.5,1326028015
45,21,4.0,1091306011
601,1704,4.5,1521398189
177,915,5.0,1435535580
217,786,4.0,955941016
451,7,3.0,854089243
365,88163,2.5,1488594759
610,45722,3.5,1493844944
200,165,4.0,1229886183
480,1235,4.0,1179162123
503,3072,3.0,1335214342
590,7076,3.5,1258427319
380,2053,3.0,1494035965
313,1036,4.0,1030476228
438,1210,5.0,1105654507
232,8947,2.0,1218170902
326,2324,5.0,1324234902
356,3178,3.5,1228072745
410,1958,5.0,990728374
514,2458,2.0,1533873657
74,6301,4.0,1207502955
509,68959,3.5,1435998868
583,96588,4.0,1481474203
201,153,4.0,939226657
286,70,3.0,1119563855
313,2366,2.0,1030475605
387,4029,3.0,1151743179
42,353,2.0,996220093
125,501,4.5,1474295924
298,3421,3.0,1447584529
490,6365,2.5,1324371120
328,2791,5.0,1494212079
380,3300,4.0,1493473910
428,3300,3.0,1111489290
414,4103,5.0,991144129
484,2572,4.0,1342296830
381,3624,4.0,1164381732
596,2641,3.0,1535711557
368,2291,3.0,971273377
307,38038,4.0,1200150345
119,1092,4.0,1435943914
380,37382,3.0,1494267830
376,1527,2.0,1364994269
438,30822,3.0,1105826886
109,589,3.0,841107487
451,762,3.0,854089684
68,72641,4.5,1336605255
249,858,4.5,1346757706
239,597,4.0,1221158197
95,4973,5.0,1044744647
135,1210,4.0,1009693068
226,1246,4.0,1095662939
474,1643,3.0,1089386695
156,1221,4.0,1106854933
381,539,4.0,1164877313
590,2617,3.5,1258418063
326,4247,1.0,1322250984
599,129397,2.0,1519243527
111,2428,2.5,1518640902
140,480,4.0,949667008
327,2411,3.5,1234787293
414,140174,4.5,1511540882
308,6539,3.5,1421375042
414,5428,2.0,1024928617
552,2735,1.5,1112151461
305,4016,3.5,1527234349
140,1010,4.0,1021899137
414,2641,3.0,961514924
554,2683,1.0,944902988
182,5999,2.5,1066666938
332,89745,2.5,1352673707
474,1939,3.5,1081177682
227,56782,4.5,1447210013
599,60522,1.5,1519253056
255,2907,4.0,1005717513
249,84152,4.0,1347318796
380,65514,5.0,1494696245
332,60684,4.0,1352672407
52,54736,5.0,1468052152
520,5903,3.5,1326687635
111,175577,1.5,1517440862
448,90717,3.0,1357041435
217,3392,3.0,955945275
456,662,5.0,856883559
610,122884,3.0,1493848465
419,4310,4.5,1321647740
580,6461,3.0,1167791120
428,6764,3.0,1111525561
577,2000,4.0,945967440
63,2028,3.5,1443199838
353,316,3.0,831939669
68,122886,4.5,1526947547
50,170705,3.5,1514498530
562,4442,4.5,1368896067
68,2301,3.5,1269122509
435,4011,5.0,1366678197
328,3671,4.5,1494211968
169,440,4.0,1059428074
182,5791,4.5,1063275145
51,1298,5.0,1230930504
177,150,4.0,1435533543
198,2080,5.0,1034136789
73,69644,1.0,1464198312
334,1394,3.5,1225478260
323,110127,3.0,1422640893
596,6874,3.5,1535708284
420,36401,3.0,1218036580
246,5618,5.0,1354126969
42,924,5.0,996216038
307,3916,2.5,1186163084
244,1597,4.0,975092819
199,1262,5.0,1060289044
373,509,4.0,846830111
305,56367,5.0,1519593027
68,2420,2.0,1158535045
186,733,4.0,1031087923
593,231,2.5,1181008058
28,3911,3.0,1234334923
413,3948,4.5,1484439512
569,434,4.0,849190654
599,1199,3.5,1498502277
474,3950,3.5,1105465755
230,4995,2.5,1196304610
562,3448,4.0,1368897319
602,587,4.0,840875757
480,3618,5.0,1179165551
599,282,2.0,1498511326
182,788,2.0,1055152181
474,1931,4.0,1098710014
414,103341,4.0,1511541227
514,1307,4.5,1533872329
235,588,4.0,841422329
217,1591,2.0,955941460
6,5,5.0,845553938
305,916,4.5,1516130791
555,3868,1.0,978821009
97,4306,5.0,1043383111
111,37384,5.0,1516152279
19,3548,2.0,965706389
542,3052,4.5,1163387685
331,8957,4.0,1537158195
605,65685,3.0,1277176749
380,27660,4.0,1494071436
483,2805,3.5,1215897525
562,849,3.0,1368890777
91,1610,4.5,1112712179
168,2997,4.5,1306802080
140,5553,4.0,1030559148
268,155,1.0,940193478
305,136020,3.0,1460134883
590,3362,3.5,1258429289
580,7090,4.0,1167791262
605,56171,3.0,1277176576
610,90746,3.5,1493846275
414,1030,2.0,961519093
275,4973,5.0,1049079133
373,455,2.0,846830424
217,2987,3.0,955942041
93,2103,4.0,942946835
430,4447,3.0,995828215
509,7454,2.0,1435994156
494,367,2.0,1000384043
57,3108,5.0,965797050
448,7247,5.0,1074422250
331,3623,2.0,1537157793
304,707,4.0,891173643
